,added_date,estimated_duration,start_date,end_date,real_duration,returns,software,dev,squad,client,status
1908,2018-01-17,20,2018-04-13,2018-05-04,16,0,C,Helena,Theta,Campos Rezende - ME,Concluído
1909,2018-01-17,13,2018-04-03,2018-04-20,14,0,C,Maria Eduarda,Kappa,da Cunha Fogaça - EI,Concluído
1910,2018-01-17,20,2018-02-16,2018-03-14,19,1,A,Carolina,Zeta,Nogueira Lopes S/A,Concluído
1911,2018-01-17,18,2018-03-22,2018-04-05,11,0,E,Carolina,Kappa,Martins,Concluído
1912,2018-01-17,6,2018-02-20,2018-02-26,5,0,A,Carolina,Kappa,Ferreira,Concluído
1913,2018-01-17,13,2018-03-07,2018-03-21,11,1,B,Brenda,Epsilon,Ribeiro - ME,Concluído
1914,2018-01-18,15,2018-02-08,2018-02-28,15,1,F,Emanuelly,Epsilon,Ramos,Concluído
1915,2018-01-18,12,2018-02-07,2018-02-16,8,1,F,Carolina,Epsilon,Santos Melo - EI,Concluído
1916,2018-01-18,4,2018-02-15,2018-02-20,4,1,B,Helena,Kappa,Ribeiro - ME,Concluído
1917,2018-01-18,6,2018-03-16,2018-03-23,6,1,A,Emanuelly,Kappa,da Luz,Concluído
1918,2018-01-18,5,2018-03-20,2018-03-22,3,0,F,Valentina,Kappa,Farias,Concluído
1919,2018-01-18,10,2018-04-06,2018-04-16,7,0,D,Lara,Theta,da Cunha,Concluído
1920,2018-01-19,8,2018-04-13,2018-04-20,6,2,E,Valentina,Kappa,Novaes,Concluído
1921,2018-01-19,15,2018-02-20,2018-03-09,14,1,F,Carolina,Theta,Silveira Mendes S.A.,Concluído
1922,2018-01-19,2,2018-01-26,2018-01-30,3,0,F,Ana Clara,Theta,Silveira,Concluído
1923,2018-01-19,9,2018-02-23,2018-03-05,7,0,E,Ana Clara,Kappa,Melo,Concluído
1924,2018-01-19,7,2018-03-08,2018-03-16,7,0,E,Emanuelly,Kappa,Lopes Moura S/A,Concluído
1925,2018-01-19,6,2018-03-05,2018-03-08,4,0,B,Emanuelly,Epsilon,Correia,Concluído
1926,2018-01-19,11,2018-03-23,2018-03-29,5,0,F,Brenda,Theta,Cardoso,Concluído
1927,2018-01-19,12,2018-04-12,2018-04-20,7,3,G,Maria Eduarda,Kappa,Lima - ME,Concluído
1928,2018-01-19,20,2018-03-26,2018-04-12,14,0,C,Agatha,Kappa,Ferreira,Concluído
1929,2018-01-19,17,2018-03-23,2018-04-09,12,0,B,Ana Clara,Epsilon,Moreira - EI,Concluído
1930,2018-01-19,12,2018-03-26,2018-04-12,14,1,B,Valentina,Epsilon,Cardoso,Concluído
1931,2018-01-19,13,2018-04-04,2018-04-20,13,0,A,Emanuelly,Kappa,Azevedo,Concluído
1932,2018-01-19,10,2018-01-26,2018-02-09,11,2,B,Lara,Kappa,Rocha Porto e Filhos,Concluído
1933,2018-01-19,14,2018-01-25,2018-02-07,10,2,D,Lara,Epsilon,Aragão,Concluído
1934,2018-01-19,16,2018-01-26,2018-02-02,6,0,F,Emanuelly,Epsilon,da Conceição,Concluído
1935,2018-01-19,7,2018-03-30,2018-04-06,6,2,F,Emanuelly,Kappa,Aragão,Concluído
1936,2018-01-19,2,2018-04-13,2018-04-16,2,0,A,Valentina,Epsilon,Ramos Jesus S.A.,Concluído
1937,2018-01-19,7,2018-03-22,2018-03-30,7,0,E,Mirella,Kappa,Barbosa e Filhos,Concluído
1938,2018-01-19,18,2018-01-26,2018-02-09,11,2,F,Agatha,Kappa,Almeida da Conceição - EI,Concluído
1939,2018-01-19,7,2018-03-30,2018-04-06,6,2,B,Valentina,Zeta,Ribeiro - ME,Concluído
1940,2018-01-19,6,2018-03-02,2018-03-09,6,0,A,Agatha,Kappa,Freitas,Concluído
1941,2018-01-22,16,2018-02-23,2018-03-15,15,0,D,Valentina,Kappa,Cardoso,Concluído
1942,2018-01-22,12,2018-01-23,2018-02-02,9,0,E,Helena,Kappa,Alves Peixoto e Filhos,Concluído
1943,2018-01-22,11,2018-02-28,2018-03-14,11,0,A,Carolina,Kappa,da Costa,Concluído
1944,2018-01-22,6,2018-02-26,2018-03-02,5,0,E,Maria Eduarda,Kappa,Castro S/A,Concluído
1945,2018-01-22,2,2018-03-26,2018-03-28,3,3,E,Carolina,Kappa,Pereira,Concluído
1946,2018-01-23,7,2018-02-27,2018-03-02,4,1,F,Maria Eduarda,Epsilon,Alves,Concluído
1947,2018-01-23,17,2018-02-07,2018-03-01,17,2,B,Helena,Kappa,Duarte Teixeira - ME,Concluído
1948,2018-01-23,5,2018-02-22,2018-02-23,2,0,D,Ana Clara,Theta,Pinto,Concluído
1949,2018-01-23,1,2018-04-18,2018-04-18,1,0,G,Lara,Kappa,Nascimento Rodrigues - ME,Concluído
1950,2018-01-24,4,2018-02-21,2018-02-23,3,1,E,Emanuelly,Kappa,da Rosa,Concluído
1951,2018-01-24,20,2018-01-26,2018-02-09,11,0,F,Helena,Kappa,da Cruz,Concluído
1952,2018-01-24,6,2018-02-26,2018-03-01,4,2,E,Ana Clara,Theta,Barros,Concluído
1953,2018-01-25,12,2018-03-30,2018-04-13,11,0,B,Maria Eduarda,Kappa,da Rosa,Concluído
1954,2018-01-25,13,2018-04-18,2018-04-24,5,1,A,Brenda,Epsilon,Farias,Concluído
1955,2018-01-26,2,2018-04-11,2018-04-13,3,2,F,Brenda,Kappa,Correia,Concluído
1956,2018-01-26,17,2018-04-06,2018-04-27,16,0,A,Lara,Epsilon,Carvalho,Concluído
1957,2018-01-26,16,2018-02-27,2018-03-19,15,0,D,Ana Clara,Epsilon,da Rocha,Concluído
1958,2018-01-26,5,2018-02-21,2018-02-23,3,0,A,Emanuelly,Kappa,da Rosa,Concluído
1959,2018-01-26,13,2018-04-25,2018-05-07,9,0,A,Emanuelly,Epsilon,da Cruz Farias - ME,Concluído
1960,2018-01-26,3,2018-03-23,2018-03-27,3,0,F,Emanuelly,Theta,Lima Nunes S.A.,Concluído
1961,2018-01-26,7,2018-04-27,2018-05-07,7,0,D,Valentina,Kappa,Ferreira,Concluído
1962,2018-01-29,6,2018-03-13,2018-03-16,4,0,C,Agatha,Kappa,Rocha Porto - ME,Concluído
1963,2018-01-29,18,2018-03-26,2018-04-16,16,2,F,Agatha,Epsilon,Ferreira da Cunha S/A,Concluído
1964,2018-01-29,14,2018-03-23,2018-04-02,7,1,A,Carolina,Kappa,Ferreira,Concluído
1965,2018-01-29,3,2018-04-06,2018-04-09,2,0,C,Agatha,Epsilon,Carvalho,Concluído
1966,2018-01-29,7,2018-03-28,2018-03-30,3,0,C,Maria Eduarda,Epsilon,Campos S.A.,Concluído
1967,2018-01-30,15,2018-03-02,2018-03-20,13,1,E,Valentina,Kappa,Monteiro,Concluído
1968,2018-01-30,3,2018-04-20,2018-04-23,2,0,B,Ana Clara,Epsilon,Aragão,Concluído
1969,2018-01-30,19,2018-03-02,2018-03-23,16,1,E,Ana Clara,Zeta,Ribeiro - ME,Concluído
1970,2018-01-30,7,2018-03-06,2018-03-14,7,1,F,Ana Clara,Kappa,da Luz,Concluído
1971,2018-01-30,2,2018-04-19,2018-04-20,2,0,D,Helena,Kappa,Freitas,Concluído
1972,2018-01-30,14,2018-02-22,2018-03-09,12,0,A,Emanuelly,Kappa,Costa S/A,Concluído
1973,2018-01-30,16,2018-03-28,2018-04-10,10,1,G,Helena,Zeta,Mendes Pereira S.A.,Concluído
1974,2018-01-31,12,2018-02-02,2018-02-16,11,0,A,Valentina,Kappa,Silva,Concluído
1975,2018-01-31,12,2018-02-14,2018-03-02,13,3,F,Emanuelly,Epsilon,Campos S.A.,Concluído
1976,2018-01-31,16,2018-02-19,2018-02-27,7,2,C,Ana Clara,Theta,Duarte Ltda.,Concluído
1977,2018-01-31,14,2018-03-02,2018-03-09,6,0,A,Lara,Epsilon,Ferreira,Concluído
1978,2018-01-31,8,2018-04-17,2018-04-23,5,0,C,Maria Eduarda,Kappa,Silva e Filhos,Concluído
1979,2018-02-01,7,2018-04-24,2018-04-30,5,1,G,Maria Eduarda,Chi,Peixoto,Concluído
1980,2018-02-01,20,2018-02-08,2018-03-01,16,1,F,Maria Eduarda,Epsilon,Moura,Concluído
1981,2018-02-01,7,2018-03-01,2018-03-07,5,0,B,Mirella,Kappa,Dias da Luz S.A.,Concluído
1982,2018-02-01,8,2018-02-05,2018-02-09,5,0,D,Lara,Kappa,Silveira,Concluído
1983,2018-02-01,5,2018-04-16,2018-04-20,5,0,B,Carolina,Epsilon,Ribeiro,Concluído
1984,2018-02-01,14,2018-04-13,2018-04-25,9,2,E,Brenda,Epsilon,Aragão - EI,Concluído
1985,2018-02-02,4,2018-04-16,2018-04-18,3,0,A,Brenda,Theta,Barbosa - EI,Concluído
1986,2018-02-02,14,2018-02-19,2018-03-06,12,1,B,Emanuelly,Kappa,da Paz Ltda.,Concluído
1987,2018-02-02,10,2018-04-20,2018-04-27,6,1,F,Maria Eduarda,Zeta,Costa,Concluído
1988,2018-02-02,3,2018-04-10,2018-04-11,2,3,F,Helena,Chi,Silva Vieira Ltda.,Concluído
1989,2018-02-02,19,2018-03-12,2018-03-23,10,0,F,Ana Clara,Epsilon,Souza - ME,Concluído
1990,2018-02-02,5,2018-03-02,2018-03-08,5,0,D,Mirella,Epsilon,Jesus,Concluído
1991,2018-02-02,2,2018-05-01,2018-05-03,3,1,E,Mirella,Kappa,Nogueira,Concluído
1992,2018-02-02,9,2018-05-02,2018-05-11,8,0,D,Agatha,Theta,Peixoto,Concluído
1993,2018-02-02,4,2018-03-26,2018-03-30,5,0,G,Maria Eduarda,Kappa,Oliveira,Concluído
1994,2018-02-02,15,2018-04-23,2018-05-03,9,0,E,Ana Clara,Zeta,Pinto,Concluído
1995,2018-02-02,8,2018-04-30,2018-05-07,6,0,G,Brenda,Theta,Lopes,Concluído
1996,2018-02-02,6,2018-03-15,2018-03-19,3,0,C,Lara,Epsilon,Rocha Porto - ME,Concluído
1997,2018-02-02,1,2018-05-02,2018-05-02,1,0,D,Emanuelly,Kappa,Nogueira,Concluído
1998,2018-02-02,13,2018-02-02,2018-02-09,6,0,E,Brenda,Theta,Alves Peixoto e Filhos,Concluído
1999,2018-02-02,14,2018-05-01,2018-05-08,6,0,A,Valentina,Epsilon,Azevedo Caldeira - ME,Concluído
2000,2018-02-02,6,2018-03-02,2018-03-07,4,0,B,Maria Eduarda,Zeta,Moura,Concluído
2001,2018-02-05,5,2018-03-16,2018-03-20,3,1,D,Mirella,Theta,Vieira,Concluído
2002,2018-02-05,16,2018-03-08,2018-03-30,17,0,C,Emanuelly,Theta,Farias,Concluído
2003,2018-02-05,2,2018-04-12,2018-04-13,2,1,E,Carolina,Kappa,Barros,Concluído
2004,2018-02-05,8,2018-03-09,2018-03-16,6,0,C,Brenda,Epsilon,Silveira S.A.,Concluído
2005,2018-02-06,14,2018-02-09,2018-02-23,11,0,G,Brenda,Zeta,da Luz,Concluído
2006,2018-02-06,12,2018-03-22,2018-04-05,11,1,F,Lara,Epsilon,Ramos,Concluído
2007,2018-02-06,1,2018-02-26,2018-02-26,1,3,E,Emanuelly,Epsilon,Lopes,Concluído
2008,2018-02-07,7,2018-02-16,2018-02-27,8,0,A,Lara,Epsilon,Nogueira,Concluído
2009,2018-02-07,13,2018-04-10,2018-04-20,9,1,E,Maria Eduarda,Kappa,Vieira,Concluído
2010,2018-02-07,15,2018-05-03,2018-05-24,16,0,A,Mirella,Theta,Cardoso,Concluído
2011,2018-02-07,20,2018-02-23,2018-03-23,21,0,C,Maria Eduarda,Kappa,Melo,Concluído
2012,2018-02-07,12,2018-02-12,2018-02-26,11,0,F,Ana Clara,Epsilon,Rocha,Concluído
2013,2018-02-08,19,2018-04-26,2018-05-16,15,0,F,Helena,Theta,Azevedo Caldeira - ME,Concluído
2014,2018-02-08,16,2018-04-04,2018-04-25,16,0,F,Agatha,Kappa,Santos,Concluído
2015,2018-02-08,16,2018-02-09,2018-02-20,8,2,E,Brenda,Epsilon,Costa,Concluído
2016,2018-02-08,12,2018-03-09,2018-03-23,11,2,G,Mirella,Kappa,Rocha Porto - ME,Concluído
2017,2018-02-08,19,2018-05-08,2018-05-22,11,0,B,Maria Eduarda,Kappa,Pereira Aragão - ME,Concluído
2018,2018-02-08,10,2018-03-27,2018-04-06,9,2,C,Ana Clara,Epsilon,das Neves da Rocha e Filhos,Concluído
2019,2018-02-08,9,2018-02-20,2018-02-28,7,0,A,Mirella,Kappa,da Costa,Concluído
2020,2018-02-09,13,2018-05-04,2018-05-18,11,0,A,Lara,Kappa,Rezende,Concluído
2021,2018-02-09,9,2018-03-02,2018-03-09,6,0,D,Carolina,Epsilon,Barbosa e Filhos,Concluído
2022,2018-02-09,17,2018-04-04,2018-04-20,13,0,E,Maria Eduarda,Kappa,Silveira,Concluído
2023,2018-02-09,8,2018-02-15,2018-02-20,4,0,C,Helena,Epsilon,Almeida da Conceição - EI,Concluído
2024,2018-02-09,13,2018-04-04,2018-04-11,6,0,B,Brenda,Epsilon,Nascimento Viana - ME,Concluído
2025,2018-02-09,2,2018-04-03,2018-04-05,3,0,D,Helena,Epsilon,da Cunha Ltda.,Concluído
2026,2018-02-09,7,2018-03-16,2018-03-23,6,0,G,Carolina,Kappa,Ribeiro,Concluído
2027,2018-02-12,16,2018-02-16,2018-03-09,16,0,A,Carolina,Epsilon,Campos Rezende - ME,Concluído
2028,2018-02-12,2,2018-03-16,2018-03-16,1,2,G,Lara,Epsilon,Aragão,Concluído
2029,2018-02-12,4,2018-04-27,2018-05-01,3,1,A,Helena,Theta,da Cruz,Concluído
2030,2018-02-12,4,2018-04-20,2018-04-26,5,0,B,Emanuelly,Epsilon,Peixoto Martins S/A,Concluído
2031,2018-02-12,13,2018-05-10,2018-05-18,7,0,E,Valentina,Epsilon,Peixoto,Concluído
2032,2018-02-12,9,2018-03-01,2018-03-09,7,1,B,Brenda,Theta,Santos Melo - EI,Concluído
2033,2018-02-12,19,2018-04-13,2018-04-26,10,0,B,Emanuelly,Epsilon,Caldeira,Concluído
2034,2018-02-13,13,2018-04-27,2018-05-10,10,2,G,Helena,Epsilon,Mendes,Concluído
2035,2018-02-13,19,2018-04-13,2018-04-26,10,2,C,Valentina,Chi,Ramos,Concluído
2036,2018-02-13,16,2018-05-02,2018-05-24,17,0,F,Brenda,Kappa,Araújo Ltda.,Concluído
2037,2018-02-14,18,2018-04-06,2018-04-24,13,0,D,Lara,Chi,da Conceição - EI,Concluído
2038,2018-02-14,15,2018-05-02,2018-05-09,6,0,B,Lara,Kappa,Gomes,Concluído
2039,2018-02-14,16,2018-03-13,2018-03-21,7,0,D,Helena,Kappa,Azevedo,Concluído
2040,2018-02-14,6,2018-03-29,2018-04-06,7,0,A,Helena,Theta,Barbosa Moura - EI,Concluído
2041,2018-02-15,18,2018-05-09,2018-06-04,19,0,B,Ana Clara,Epsilon,Ferreira,Concluído
2042,2018-02-15,12,2018-05-10,2018-05-16,5,0,B,Maria Eduarda,Kappa,Rezende Ltda.,Concluído
2043,2018-02-15,5,2018-03-26,2018-03-30,5,3,C,Helena,Epsilon,Costa,Concluído
2044,2018-02-15,5,2018-03-28,2018-03-30,3,0,E,Ana Clara,Kappa,Azevedo,Concluído
2045,2018-02-15,7,2018-02-16,2018-02-23,6,0,C,Emanuelly,Kappa,da Paz Ltda.,Concluído
2046,2018-02-15,4,2018-03-23,2018-03-28,4,0,G,Mirella,Zeta,Nogueira Lopes S/A,Concluído
2047,2018-02-15,19,2018-03-23,2018-04-10,13,0,A,Carolina,Kappa,Melo,Concluído
2048,2018-02-16,7,2018-04-12,2018-04-19,6,0,E,Carolina,Kappa,Duarte S.A.,Concluído
2049,2018-02-16,20,2018-05-11,2018-06-08,21,1,E,Emanuelly,Epsilon,Barros,Concluído
2050,2018-02-16,1,2018-02-28,2018-02-28,1,1,A,Ana Clara,Theta,Dias,Concluído
2051,2018-02-16,15,2018-03-30,2018-04-20,16,1,F,Maria Eduarda,Kappa,das Neves - EI,Concluído
2052,2018-02-16,19,2018-04-06,2018-04-30,17,1,C,Helena,Epsilon,Peixoto,Concluído
2053,2018-02-16,9,2018-05-09,2018-05-15,5,0,F,Lara,Epsilon,Melo,Concluído
2054,2018-02-16,5,2018-04-05,2018-04-11,5,0,A,Agatha,Epsilon,Aragão,Concluído
2055,2018-02-16,20,2018-04-17,2018-05-04,14,0,B,Carolina,Epsilon,Nogueira,Concluído
2056,2018-02-16,10,2018-05-11,2018-05-23,9,2,E,Mirella,Kappa,Freitas,Concluído
2057,2018-02-16,15,2018-03-12,2018-03-27,12,0,C,Valentina,Theta,Caldeira,Concluído
2058,2018-02-16,7,2018-02-20,2018-02-27,6,0,C,Valentina,Zeta,Rocha Jesus S/A,Concluído
2059,2018-02-19,14,2018-04-23,2018-05-04,10,0,F,Mirella,Epsilon,Nascimento Viana - ME,Concluído
2060,2018-02-19,10,2018-04-20,2018-05-04,11,0,D,Carolina,Kappa,Nunes,Concluído
2061,2018-02-19,20,2018-02-22,2018-03-13,14,3,G,Lara,Kappa,Silva Vieira Ltda.,Concluído
2062,2018-02-19,6,2018-03-06,2018-03-13,6,2,A,Valentina,Epsilon,Melo Silva e Filhos,Concluído
2063,2018-02-19,2,2018-03-23,2018-03-26,2,2,C,Helena,Theta,Sales,Concluído
2064,2018-02-20,18,2018-03-27,2018-04-13,14,0,B,Agatha,Kappa,Cardoso,Concluído
2065,2018-02-20,9,2018-04-04,2018-04-06,3,0,B,Mirella,Zeta,Alves,Concluído
2066,2018-02-20,8,2018-03-14,2018-03-16,3,0,E,Mirella,Theta,Mendes,Concluído
2067,2018-02-20,10,2018-05-10,2018-05-23,10,0,F,Carolina,Epsilon,Pereira,Concluído
2068,2018-02-20,16,2018-04-19,2018-05-04,12,1,E,Helena,Theta,Ribeiro,Concluído
2069,2018-02-21,9,2018-05-01,2018-05-09,7,1,C,Helena,Epsilon,Azevedo Caldeira - ME,Concluído
2070,2018-02-21,11,2018-04-27,2018-05-09,9,1,E,Agatha,Kappa,da Cruz Cunha - EI,Concluído
2071,2018-02-22,3,2018-05-08,2018-05-10,3,1,G,Maria Eduarda,Epsilon,Cunha,Concluído
2072,2018-02-22,19,2018-03-14,2018-04-06,18,0,B,Lara,Epsilon,Silveira Fernandes S.A.,Concluído
2073,2018-02-22,7,2018-04-16,2018-04-20,5,0,C,Ana Clara,Kappa,Almeida Carvalho S.A.,Concluído
2074,2018-02-22,16,2018-03-09,2018-04-02,17,0,G,Helena,Epsilon,Santos Gomes - ME,Concluído
2075,2018-02-22,11,2018-04-19,2018-05-01,9,0,E,Lara,Theta,Ferreira,Concluído
2076,2018-02-22,18,2018-04-27,2018-05-15,13,0,A,Lara,Kappa,Cavalcanti,Concluído
2077,2018-02-22,9,2018-03-05,2018-03-09,5,0,E,Ana Clara,Theta,Caldeira,Concluído
2078,2018-02-23,11,2018-03-13,2018-03-27,11,1,F,Mirella,Theta,Castro S/A,Concluído
2079,2018-02-23,1,2018-04-06,2018-04-06,1,1,B,Carolina,Epsilon,da Rocha,Concluído
2080,2018-02-23,1,2018-03-23,2018-03-23,1,0,D,Carolina,Kappa,Barbosa - ME,Concluído
2081,2018-02-23,11,2018-04-23,2018-05-08,12,0,A,Brenda,Kappa,Azevedo S/A,Concluído
2082,2018-02-23,12,2018-05-02,2018-05-17,12,0,G,Lara,Theta,Oliveira,Concluído
2083,2018-02-23,1,2018-05-07,2018-05-07,1,0,E,Helena,Kappa,Cunha S/A,Concluído
2084,2018-02-23,11,2018-04-26,2018-05-04,7,0,G,Maria Eduarda,Zeta,Vieira,Concluído
2085,2018-02-23,9,2018-05-15,2018-05-25,9,1,A,Lara,Kappa,Souza Ribeiro Ltda.,Concluído
2086,2018-02-23,7,2018-04-24,2018-04-27,4,0,G,Mirella,Kappa,das Neves da Rocha e Filhos,Concluído
2087,2018-02-23,15,2018-05-11,2018-05-23,9,0,A,Mirella,Zeta,Gomes,Concluído
2088,2018-02-23,10,2018-04-06,2018-04-16,7,0,F,Agatha,Theta,Jesus Costa e Filhos,Concluído
2089,2018-02-23,11,2018-04-03,2018-04-13,9,2,G,Helena,Kappa,Melo Cardoso Ltda.,Concluído
2090,2018-02-23,5,2018-03-22,2018-03-28,5,0,F,Helena,Kappa,Cardoso da Mota S/A,Concluído
2091,2018-02-23,17,2018-05-09,2018-05-22,10,0,D,Agatha,Kappa,Vieira,Concluído
2092,2018-02-23,18,2018-05-03,2018-05-18,12,1,C,Maria Eduarda,Kappa,Viana da Rocha S/A,Concluído
2093,2018-02-23,12,2018-05-04,2018-05-11,6,1,A,Maria Eduarda,Theta,Silveira,Concluído
2094,2018-02-23,8,2018-04-24,2018-04-27,4,0,E,Helena,Zeta,Silveira Mendes S.A.,Concluído
2095,2018-02-26,1,2018-04-24,2018-04-24,1,0,F,Lara,Epsilon,Barbosa - ME,Concluído
2096,2018-02-26,16,2018-04-23,2018-05-11,15,0,C,Valentina,Epsilon,Nunes,Concluído
2097,2018-02-27,20,2018-03-15,2018-04-06,17,1,A,Helena,Zeta,da Luz,Concluído
2098,2018-02-27,18,2018-03-05,2018-03-21,13,0,A,Agatha,Kappa,Rodrigues,Concluído
2099,2018-02-27,12,2018-03-06,2018-03-15,8,0,B,Helena,Kappa,Barros,Concluído
2100,2018-02-27,6,2018-05-09,2018-05-15,5,1,F,Lara,Theta,Barros,Concluído
2101,2018-02-28,16,2018-04-20,2018-05-15,18,0,C,Valentina,Kappa,Martins e Filhos,Concluído
2102,2018-02-28,4,2018-05-17,2018-05-18,2,3,F,Valentina,Zeta,Almeida da Conceição - EI,Concluído
2103,2018-02-28,9,2018-05-08,2018-05-14,5,2,G,Maria Eduarda,Kappa,Jesus Costa e Filhos,Concluído
2104,2018-03-01,17,2018-05-15,2018-06-01,14,0,G,Mirella,Kappa,Santos S.A.,Concluído
2105,2018-03-01,19,2018-03-16,2018-04-05,15,0,A,Mirella,Kappa,Nunes,Concluído
2106,2018-03-01,14,2018-05-03,2018-05-18,12,0,C,Ana Clara,Kappa,Carvalho,Concluído
2107,2018-03-01,11,2018-03-30,2018-04-13,11,0,C,Ana Clara,Chi,Melo,Concluído
2108,2018-03-01,12,2018-05-24,2018-06-06,10,0,B,Brenda,Kappa,Fogaça Pinto e Filhos,Concluído
2109,2018-03-02,16,2018-05-14,2018-05-29,12,2,F,Brenda,Epsilon,Aragão,Concluído
2110,2018-03-02,16,2018-05-22,2018-06-13,17,0,A,Agatha,Kappa,Alves,Concluído
2111,2018-03-02,5,2018-03-08,2018-03-12,3,0,G,Ana Clara,Epsilon,Cardoso,Concluído
2112,2018-03-02,8,2018-04-27,2018-05-09,9,0,F,Emanuelly,Kappa,Silveira,Concluído
2113,2018-03-02,19,2018-05-18,2018-06-15,21,0,G,Ana Clara,Theta,da Cunha Fogaça - EI,Concluído
2114,2018-03-02,5,2018-05-03,2018-05-07,3,1,B,Carolina,Kappa,da Cruz,Concluído
2115,2018-03-02,8,2018-04-10,2018-04-13,4,1,A,Valentina,Kappa,Alves Duarte Ltda.,Concluído
2116,2018-03-02,4,2018-04-11,2018-04-13,3,1,C,Emanuelly,Kappa,Oliveira,Concluído
2117,2018-03-02,17,2018-05-25,2018-06-08,11,2,G,Brenda,Epsilon,da Rosa,Concluído
2118,2018-03-02,19,2018-05-14,2018-06-01,15,0,B,Ana Clara,Chi,Rocha Porto - ME,Concluído
2119,2018-03-02,20,2018-03-22,2018-04-12,16,0,D,Ana Clara,Kappa,Jesus Costa e Filhos,Concluído
2120,2018-03-02,13,2018-05-22,2018-06-08,14,0,B,Agatha,Kappa,Pereira,Concluído
2121,2018-03-02,17,2018-04-13,2018-04-30,12,1,A,Mirella,Kappa,Lima - ME,Concluído
2122,2018-03-02,15,2018-05-24,2018-06-01,7,0,B,Brenda,Epsilon,Sales,Concluído
2123,2018-03-02,12,2018-05-11,2018-05-18,6,1,E,Ana Clara,Theta,Melo,Concluído
2124,2018-03-02,5,2018-04-27,2018-05-01,3,1,D,Lara,Epsilon,Silveira,Concluído
2125,2018-03-02,15,2018-04-13,2018-04-27,11,0,G,Valentina,Chi,Costa S/A,Concluído
2126,2018-03-05,12,2018-04-16,2018-04-20,5,0,G,Ana Clara,Kappa,Martins - EI,Concluído
2127,2018-03-05,8,2018-03-29,2018-04-06,7,0,A,Carolina,Kappa,Nunes,Concluído
2128,2018-03-05,2,2018-05-29,2018-05-31,3,0,D,Lara,Epsilon,Sales,Concluído
2129,2018-03-05,4,2018-06-01,2018-06-04,2,1,E,Brenda,Epsilon,da Cunha Ltda.,Concluído
2130,2018-03-06,6,2018-04-11,2018-04-19,7,2,B,Brenda,Kappa,da Luz,Concluído
2131,2018-03-06,1,2018-03-28,2018-03-28,1,1,D,Agatha,Kappa,Almeida,Concluído
2132,2018-03-06,15,2018-05-24,2018-06-08,12,0,B,Ana Clara,Kappa,Silveira,Concluído
2133,2018-03-06,2,2018-05-07,2018-05-09,3,0,D,Mirella,Theta,da Cruz,Concluído
2134,2018-03-06,5,2018-04-19,2018-04-25,5,0,A,Helena,Kappa,Ferreira da Cunha S/A,Concluído
2135,2018-03-06,16,2018-05-08,2018-05-18,9,3,C,Ana Clara,Kappa,Pinto,Concluído
2136,2018-03-06,8,2018-04-23,2018-05-03,9,1,B,Lara,Kappa,Barbosa Moura - EI,Concluído
2137,2018-03-06,2,2018-05-22,2018-05-24,3,0,A,Mirella,Epsilon,Mendes,Concluído
2138,2018-03-06,10,2018-03-22,2018-03-30,7,0,A,Lara,Chi,Rezende,Concluído
2139,2018-03-07,8,2018-03-23,2018-03-30,6,0,B,Brenda,Epsilon,Rodrigues,Concluído
2140,2018-03-07,18,2018-03-16,2018-03-30,11,0,F,Valentina,Epsilon,Almeida da Mota - EI,Concluído
2141,2018-03-07,1,2018-03-15,2018-03-15,1,0,G,Helena,Epsilon,da Conceição,Concluído
2142,2018-03-07,7,2018-03-09,2018-03-16,6,0,G,Brenda,Epsilon,Moraes - EI,Concluído
2143,2018-03-07,17,2018-03-30,2018-04-10,8,1,G,Ana Clara,Epsilon,Melo,Concluído
2144,2018-03-07,8,2018-05-15,2018-05-23,7,0,G,Lara,Epsilon,Santos Melo - EI,Concluído
2145,2018-03-08,16,2018-04-05,2018-04-26,16,0,A,Mirella,Kappa,Rodrigues,Concluído
2146,2018-03-08,4,2018-05-18,2018-05-24,5,0,E,Agatha,Theta,Almeida,Concluído
2147,2018-03-08,12,2018-05-15,2018-05-30,12,0,C,Emanuelly,Epsilon,da Luz,Concluído
2148,2018-03-09,20,2018-06-01,2018-06-22,16,0,G,Emanuelly,Kappa,Vieira,Concluído
2149,2018-03-09,13,2018-03-26,2018-04-06,10,1,A,Agatha,Zeta,Ferreira,Concluído
2150,2018-03-09,9,2018-04-24,2018-04-27,4,0,E,Valentina,Zeta,Castro e Filhos,Concluído
2151,2018-03-09,5,2018-03-12,2018-03-14,3,2,G,Emanuelly,Kappa,Santos Rodrigues S.A.,Concluído
2152,2018-03-09,12,2018-05-01,2018-05-18,14,2,C,Maria Eduarda,Kappa,Alves Duarte Ltda.,Concluído
2153,2018-03-09,14,2018-04-25,2018-05-11,13,2,D,Maria Eduarda,Theta,Fernandes,Concluído
2154,2018-03-09,2,2018-03-30,2018-04-02,2,0,F,Valentina,Kappa,Rezende,Concluído
2155,2018-03-09,18,2018-04-06,2018-04-20,11,0,F,Emanuelly,Kappa,Martins,Concluído
2156,2018-03-09,19,2018-03-26,2018-04-10,12,0,C,Valentina,Theta,Araújo,Concluído
2157,2018-03-09,6,2018-06-01,2018-06-05,3,1,D,Emanuelly,Theta,da Luz,Concluído
2158,2018-03-09,9,2018-03-09,2018-03-16,6,0,A,Maria Eduarda,Theta,das Neves - EI,Concluído
